"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"60";"2025-01-21 10:26:42";"Push 1";"628831";"Incline Bench Press (Dumbbell)";"3";"22.5";"6";"";"";"";"";"Chest, Shoulders, Triceps"
"60";"2025-01-21 10:26:42";"Push 1";"628831";"Overhead Press (Smith Machine)";"1";"50.0";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"60";"2025-01-21 10:26:42";"Push 1";"628831";"Overhead Press (Smith Machine)";"2";"40.0";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"60";"2025-01-21 10:26:42";"Push 1";"628831";"Overhead Press (Smith Machine)";"3";"40.0";"7";"";"";"";"";"Chest, Shoulders, Triceps"
"60";"2025-01-21 10:26:42";"Push 1";"628831";"Lateral Raise (Cable)";"1";"9.071847400000001";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"60";"2025-01-21 10:26:42";"Push 1";"628831";"Lateral Raise (Cable)";"2";"9.071847400000001";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"61";"2025-05-13 14:02:17";"Afternoon Workout";"2616";"Bench Press (Barbell)";"1";"20.0";"20";"";"";"";"";""
"61";"2025-05-13 14:02:17";"Afternoon Workout";"2616";"Bench Press (Barbell)";"2";"41.276905670000005";"12";"";"";"";"";""
"61";"2025-05-13 14:02:17";"Afternoon Workout";"2616";"Bench Press (Barbell)";"3";"52.0";"8";"";"";"";"";""
"61";"2025-05-13 14:02:17";"Afternoon Workout";"2616";"Bench Press (Barbell)";"4";"52.0";"6";"";"";"";"";""
"61";"2025-05-13 14:02:17";"Afternoon Workout";"2616";"Chest Press (Machine)";"1";"27.0";"16";"";"";"";"";""
"61";"2025-05-13 14:02:17";"Afternoon Workout";"2616";"Chest Press (Machine)";"2";"41.0";"10";"";"";"";"";""
"61";"2025-05-13 14:02:17";"Afternoon Workout";"2616";"Chest Press (Machine)";"3";"41.0";"11";"";"";"";"";""
"61";"2025-05-13 14:02:17";"Afternoon Workout";"2616";"Chest Press (Machine)";"4";"41.0";"10";"";"";"";"";""
"61";"2025-05-13 14:02:17";"Afternoon Workout";"2616";"Incline Bench Press (Dumbbell)";"1";"13.6077711";"7";"";"";"";"";""
"61";"2025-05-13 14:02:17";"Afternoon Workout";"2616";"Incline Bench Press (Dumbbell)";"2";"13.6077711";"8";"";"";"";"";""
"61";"2025-05-13 14:02:17";"Afternoon Workout";"2616";"Incline Bench Press (Dumbbell)";"3";"13.6077711";"8";"";"";"";"";""
"62";"2025-05-14 11:38:39";"Pull 1";"4040";"Lat Pulldown - Wide Grip (Cable)";"W";"34.0";"12";"";"";"";"";"Back, Biceps, Core"
"62";"2025-05-14 11:38:39";"Pull 1";"4040";"Lat Pulldown - Wide Grip (Cable)";"W";"47.0";"6";"";"";"";"";"Back, Biceps, Core"
"62";"2025-05-14 11:38:39";"Pull 1";"4040";"Lat Pulldown - Wide Grip (Cable)";"1";"61.0";"12";"";"";"";"";"Back, Biceps, Core"
"62";"2025-05-14 11:38:39";"Pull 1";"4040";"Lat Pulldown - Wide Grip (Cable)";"2";"63.3";"9";"";"";"";"";"Back, Biceps, Core"
"62";"2025-05-14 11:38:39";"Pull 1";"4040";"Seated Row (Machine)";"1";"24.720784165";"12";"";"";"";"";"Back, Biceps, Core"
"62";"2025-05-14 11:38:39";"Pull 1";"4040";"Seated Row (Machine)";"2";"25.764046616";"12";"";"";"";"";"Back, Biceps, Core"
"62";"2025-05-14 11:38:39";"Pull 1";"4040";"Seated Row (Machine)";"3";"26.807309067000002";"10";"";"";"";"";"Back, Biceps, Core"
"62";"2025-05-14 11:38:39";"Pull 1";"4040";"Bent Over One Arm Row (Dumbbell)";"1";"18.143694800000002";"12";"";"";"";"";"Back, Biceps, Core"
"62";"2025-05-14 11:38:39";"Pull 1";"4040";"Bent Over One Arm Row (Dumbbell)";"2";"18.143694800000002";"10";"";"";"";"";"Back, Biceps, Core"
"62";"2025-05-14 11:38:39";"Pull 1";"4040";"Bent Over One Arm Row (Dumbbell)";"3";"18.143694800000002";"10";"";"";"";"";"Back, Biceps, Core"
"62";"2025-05-14 11:38:39";"Pull 1";"4040";"Cable Lat Pullover";"1";"36.0";"10";"";"";"";"";"Back, Biceps, Core"
"62";"2025-05-14 11:38:39";"Pull 1";"4040";"Cable Lat Pullover";"2";"36.0";"6";"";"";"";"";"Back, Biceps, Core"
"62";"2025-05-14 11:38:39";"Pull 1";"4040";"Preacher Curl (Dumbbell)";"1";"9.071847400000001";"6";"";"";"";"";"Back, Biceps, Core"
"62";"2025-05-14 11:38:39";"Pull 1";"4040";"Preacher Curl (Dumbbell)";"2";"9.071847400000001";"6";"";"";"";"";"Back, Biceps, Core"
"63";"2025-05-15 12:35:19";"Legs 1";"3400";"Squat (Barbell)";"W";"20.0";"12";"";"";"";"";""
"63";"2025-05-15 12:35:19";"Legs 1";"3400";"Squat (Barbell)";"1";"51.70953018";"12";"";"";"";"";""
"63";"2025-05-15 12:35:19";"Legs 1";"3400";"Squat (Barbell)";"2";"56.24545388";"10";"";"";"";"";""
"63";"2025-05-15 12:35:19";"Legs 1";"3400";"Seated Leg Press (Machine)";"1";"64.0";"14";"";"";"";"";""
"63";"2025-05-15 12:35:19";"Legs 1";"3400";"Seated Leg Press (Machine)";"2";"82.0";"12";"";"";"";"";""
"63";"2025-05-15 12:35:19";"Legs 1";"3400";"Seated Leg Press (Machine)";"3";"100.0";"12";"";"";"";"";""
"63";"2025-05-15 12:35:19";"Legs 1";"3400";"Bulgarian Split Squat";"W";"0.0";"10";"";"";"";"";""
"63";"2025-05-15 12:35:19";"Legs 1";"3400";"Bulgarian Split Squat";"1";"27.2155422";"10";"";"";"";"";""
"63";"2025-05-15 12:35:19";"Legs 1";"3400";"Bulgarian Split Squat";"2";"27.2155422";"10";"";"";"";"";""
"64";"2025-05-18 14:53:08";"Push";"4336";"Incline Bench Press (Dumbbell)";"W";"9.071847400000001";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"64";"2025-05-18 14:53:08";"Push";"4336";"Incline Bench Press (Dumbbell)";"W";"13.6077711";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"64";"2025-05-18 14:53:08";"Push";"4336";"Incline Bench Press (Dumbbell)";"1";"15.87573295";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"64";"2025-05-18 14:53:08";"Push";"4336";"Incline Bench Press (Dumbbell)";"2";"18.1436948";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"64";"2025-05-18 14:53:08";"Push";"4336";"Incline Bench Press (Dumbbell)";"3";"20.41165665";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"64";"2025-05-18 14:53:08";"Push";"4336";"Chest Press (Machine)";"1";"48.0";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"64";"2025-05-18 14:53:08";"Push";"4336";"Chest Press (Machine)";"2";"55.0";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"64";"2025-05-18 14:53:08";"Push";"4336";"Chest Press (Machine)";"3";"55.0";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"64";"2025-05-18 14:53:08";"Push";"4336";"Lateral Raise (Cable)";"1";"11.33980925";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"64";"2025-05-18 14:53:08";"Push";"4336";"Lateral Raise (Cable)";"2";"13.6077711";"11";"";"";"";"";"Chest, Shoulders, Triceps"
"64";"2025-05-18 14:53:08";"Push";"4336";"Lateral Raise (Cable)";"3";"13.6077711";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"64";"2025-05-18 14:53:08";"Push";"4336";"Triceps Extension (Cable)";"1";"11.33980925";"11";"";"";"";"";"Chest, Shoulders, Triceps"
"64";"2025-05-18 14:53:08";"Push";"4336";"Triceps Extension (Cable)";"2";"11.33980925";"11";"";"";"";"";"Chest, Shoulders, Triceps"
"64";"2025-05-18 14:53:08";"Push";"4336";"Triceps Extension (Cable)";"3";"11.33980925";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"65";"2025-05-20 12:29:36";"Pull 1";"4368";"Lat Pulldown - Wide Grip (Cable)";"1";"55.0";"12";"";"";"";"";"Back, Biceps, Core"
"65";"2025-05-20 12:29:36";"Pull 1";"4368";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"65";"2025-05-20 12:29:36";"Pull 1";"4368";"Lat Pulldown - Wide Grip (Cable)";"2";"63.3";"10";"";"";"";"";"Back, Biceps, Core"
"65";"2025-05-20 12:29:36";"Pull 1";"4368";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"65";"2025-05-20 12:29:36";"Pull 1";"4368";"Lat Pulldown - Wide Grip (Cable)";"3";"63.3";"8";"";"";"";"";"Back, Biceps, Core"
"65";"2025-05-20 12:29:36";"Pull 1";"4368";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"65";"2025-05-20 12:29:36";"Pull 1";"4368";"Lat Pulldown - Wide Grip (Cable)";"4";"63.8";"8";"";"";"";"";"Back, Biceps, Core"
"65";"2025-05-20 12:29:36";"Pull 1";"4368";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"65";"2025-05-20 12:29:36";"Pull 1";"4368";"Seated Row (Machine)";"1";"25.764046616";"12";"";"";"";"";"Back, Biceps, Core"
"65";"2025-05-20 12:29:36";"Pull 1";"4368";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"65";"2025-05-20 12:29:36";"Pull 1";"4368";"Seated Row (Machine)";"2";"27.66913457";"10";"";"";"";"";"Back, Biceps, Core"
"65";"2025-05-20 12:29:36";"Pull 1";"4368";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"65";"2025-05-20 12:29:36";"Pull 1";"4368";"Seated Row (Machine)";"3";"27.66913457";"10";"";"";"";"";"Back, Biceps, Core"
"65";"2025-05-20 12:29:36";"Pull 1";"4368";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"65";"2025-05-20 12:29:36";"Pull 1";"4368";"Bent Over One Arm Row (Dumbbell)";"1";"18.143694800000002";"12";"";"";"";"";"Back, Biceps, Core"
"65";"2025-05-20 12:29:36";"Pull 1";"4368";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"65";"2025-05-20 12:29:36";"Pull 1";"4368";"Bent Over One Arm Row (Dumbbell)";"2";"20.41165665";"10";"";"";"";"";"Back, Biceps, Core"
"65";"2025-05-20 12:29:36";"Pull 1";"4368";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"65";"2025-05-20 12:29:36";"Pull 1";"4368";"Bent Over One Arm Row (Dumbbell)";"3";"20.41165665";"8";"";"";"";"";"Back, Biceps, Core"
"65";"2025-05-20 12:29:36";"Pull 1";"4368";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"65";"2025-05-20 12:29:36";"Pull 1";"4368";"Bicep Curl (Cable)";"1";"20.41165665";"12";"";"";"";"";"Back, Biceps, Core"
"65";"2025-05-20 12:29:36";"Pull 1";"4368";"Bicep Curl (Cable)";"Rest Timer";"";"";"";"";"120.0";"";"Back, Biceps, Core"
"65";"2025-05-20 12:29:36";"Pull 1";"4368";"Bicep Curl (Cable)";"2";"20.41165665";"12";"";"";"";"";"Back, Biceps, Core"
"65";"2025-05-20 12:29:36";"Pull 1";"4368";"Bicep Curl (Cable)";"Rest Timer";"";"";"";"";"120.0";"";"Back, Biceps, Core"
"65";"2025-05-20 12:29:36";"Pull 1";"4368";"Bicep Curl (Cable)";"3";"20.41165665";"10";"";"";"";"";"Back, Biceps, Core"
"65";"2025-05-20 12:29:36";"Pull 1";"4368";"Bicep Curl (Cable)";"Rest Timer";"";"";"";"";"120.0";"";"Back, Biceps, Core"
"66";"2025-05-23 13:04:34";"Push";"4572";"Incline Bench Press (Dumbbell)";"W";"11.33980925";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"66";"2025-05-23 13:04:34";"Push";"4572";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"60.0";"";"Chest, Shoulders, Triceps"
"66";"2025-05-23 13:04:34";"Push";"4572";"Incline Bench Press (Dumbbell)";"W";"15.875732950000002";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"66";"2025-05-23 13:04:34";"Push";"4572";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"60.0";"";"Chest, Shoulders, Triceps"
"66";"2025-05-23 13:04:34";"Push";"4572";"Incline Bench Press (Dumbbell)";"1";"20.41165665";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"66";"2025-05-23 13:04:34";"Push";"4572";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"66";"2025-05-23 13:04:34";"Push";"4572";"Incline Bench Press (Dumbbell)";"2";"22.6796185";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"66";"2025-05-23 13:04:34";"Push";"4572";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"66";"2025-05-23 13:04:34";"Push";"4572";"Incline Bench Press (Dumbbell)";"3";"22.6796185";"7";"";"";"";"";"Chest, Shoulders, Triceps"
"66";"2025-05-23 13:04:34";"Push";"4572";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"66";"2025-05-23 13:04:34";"Push";"4572";"Chest Press (Machine)";"1";"55.0";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"66";"2025-05-23 13:04:34";"Push";"4572";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"66";"2025-05-23 13:04:34";"Push";"4572";"Chest Press (Machine)";"2";"57.3";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"66";"2025-05-23 13:04:34";"Push";"4572";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"66";"2025-05-23 13:04:34";"Push";"4572";"Chest Press (Machine)";"3";"57.3";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"66";"2025-05-23 13:04:34";"Push";"4572";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"66";"2025-05-23 13:04:34";"Push";"4572";"Overhead Press (Smith Machine)";"1";"38.5";"7";"";"";"";"";"Chest, Shoulders, Triceps"
"66";"2025-05-23 13:04:34";"Push";"4572";"Overhead Press (Smith Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"66";"2025-05-23 13:04:34";"Push";"4572";"Overhead Press (Smith Machine)";"2";"31.5";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"66";"2025-05-23 13:04:34";"Push";"4572";"Overhead Press (Smith Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"66";"2025-05-23 13:04:34";"Push";"4572";"Overhead Press (Smith Machine)";"3";"31.5";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"66";"2025-05-23 13:04:34";"Push";"4572";"Overhead Press (Smith Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"66";"2025-05-23 13:04:34";"Push";"4572";"Lateral Raise (Cable)";"1";"13.6077711";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"66";"2025-05-23 13:04:34";"Push";"4572";"Lateral Raise (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"66";"2025-05-23 13:04:34";"Push";"4572";"Lateral Raise (Cable)";"2";"13.6077711";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"66";"2025-05-23 13:04:34";"Push";"4572";"Lateral Raise (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"66";"2025-05-23 13:04:34";"Push";"4572";"Lateral Raise (Cable)";"3";"13.6077711";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"66";"2025-05-23 13:04:34";"Push";"4572";"Lateral Raise (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"66";"2025-05-23 13:04:34";"Push";"4572";"Triceps Extension (Cable)";"1";"11.33980925";"11";"";"";"";"";"Chest, Shoulders, Triceps"
"66";"2025-05-23 13:04:34";"Push";"4572";"Triceps Extension (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"66";"2025-05-23 13:04:34";"Push";"4572";"Triceps Extension (Cable)";"2";"11.33980925";"6";"";"";"";"";"Chest, Shoulders, Triceps"
"66";"2025-05-23 13:04:34";"Push";"4572";"Triceps Extension (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"66";"2025-05-23 13:04:34";"Push";"4572";"Triceps Extension (Cable)";"3";"11.33980925";"6";"";"";"";"";"Chest, Shoulders, Triceps"
"66";"2025-05-23 13:04:34";"Push";"4572";"Triceps Extension (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"67";"2025-05-26 17:11:34";"Push";"3093";"Incline Bench Press (Dumbbell)";"W";"11.33980925";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"67";"2025-05-26 17:11:34";"Push";"3093";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"60.0";"";"Chest, Shoulders, Triceps"
"67";"2025-05-26 17:11:34";"Push";"3093";"Incline Bench Press (Dumbbell)";"W";"15.875732950000002";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"67";"2025-05-26 17:11:34";"Push";"3093";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"60.0";"";"Chest, Shoulders, Triceps"
"67";"2025-05-26 17:11:34";"Push";"3093";"Incline Bench Press (Dumbbell)";"1";"22.6796185";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"67";"2025-05-26 17:11:34";"Push";"3093";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"67";"2025-05-26 17:11:34";"Push";"3093";"Incline Bench Press (Dumbbell)";"2";"22.6796185";"7";"";"";"";"";"Chest, Shoulders, Triceps"
"67";"2025-05-26 17:11:34";"Push";"3093";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"67";"2025-05-26 17:11:34";"Push";"3093";"Incline Bench Press (Dumbbell)";"3";"22.6796185";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"67";"2025-05-26 17:11:34";"Push";"3093";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"67";"2025-05-26 17:11:34";"Push";"3093";"Chest Press (Machine)";"1";"57.3";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"67";"2025-05-26 17:11:34";"Push";"3093";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"67";"2025-05-26 17:11:34";"Push";"3093";"Chest Press (Machine)";"2";"57.3";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"67";"2025-05-26 17:11:34";"Push";"3093";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"67";"2025-05-26 17:11:34";"Push";"3093";"Chest Press (Machine)";"3";"57.3";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"67";"2025-05-26 17:11:34";"Push";"3093";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"67";"2025-05-26 17:11:34";"Push";"3093";"Overhead Press (Smith Machine)";"1";"31.5";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"67";"2025-05-26 17:11:34";"Push";"3093";"Overhead Press (Smith Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"67";"2025-05-26 17:11:34";"Push";"3093";"Overhead Press (Smith Machine)";"2";"38.5";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"67";"2025-05-26 17:11:34";"Push";"3093";"Overhead Press (Smith Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"67";"2025-05-26 17:11:34";"Push";"3093";"Overhead Press (Smith Machine)";"3";"38.5";"7";"";"";"";"";"Chest, Shoulders, Triceps"
"67";"2025-05-26 17:11:34";"Push";"3093";"Overhead Press (Smith Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"67";"2025-05-26 17:11:34";"Push";"3093";"Lateral Raise (Cable)";"1";"13.6077711";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"67";"2025-05-26 17:11:34";"Push";"3093";"Lateral Raise (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"67";"2025-05-26 17:11:34";"Push";"3093";"Lateral Raise (Cable)";"2";"13.6077711";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"67";"2025-05-26 17:11:34";"Push";"3093";"Lateral Raise (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"67";"2025-05-26 17:11:34";"Push";"3093";"Lateral Raise (Cable)";"3";"13.6077711";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"67";"2025-05-26 17:11:34";"Push";"3093";"Lateral Raise (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"67";"2025-05-26 17:11:34";"Push";"3093";"Triceps Extension (Cable)";"1";"11.33980925";"11";"";"";"";"";"Chest, Shoulders, Triceps"
"67";"2025-05-26 17:11:34";"Push";"3093";"Triceps Extension (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"67";"2025-05-26 17:11:34";"Push";"3093";"Triceps Extension (Cable)";"2";"11.33980925";"6";"";"";"";"";"Chest, Shoulders, Triceps"
"67";"2025-05-26 17:11:34";"Push";"3093";"Triceps Extension (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"67";"2025-05-26 17:11:34";"Push";"3093";"Triceps Extension (Cable)";"3";"11.33980925";"6";"";"";"";"";"Chest, Shoulders, Triceps"
"67";"2025-05-26 17:11:34";"Push";"3093";"Triceps Extension (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"68";"2025-05-28 10:41:55";"Push";"4315";"Incline Bench Press (Barbell)";"1";"19.9988875933";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"68";"2025-05-28 10:41:55";"Push";"4315";"Incline Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";"Chest, Shoulders, Triceps"
"68";"2025-05-28 10:41:55";"Push";"4315";"Incline Bench Press (Barbell)";"2";"42.63768278";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"68";"2025-05-28 10:41:55";"Push";"4315";"Incline Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";"Chest, Shoulders, Triceps"
"68";"2025-05-28 10:41:55";"Push";"4315";"Incline Bench Press (Barbell)";"3";"47.173606480000004";"7";"";"";"";"";"Chest, Shoulders, Triceps"
"68";"2025-05-28 10:41:55";"Push";"4315";"Incline Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";"Chest, Shoulders, Triceps"
"68";"2025-05-28 10:41:55";"Push";"4315";"Incline Bench Press (Barbell)";"4";"47.173606480000004";"7";"";"";"";"";"Chest, Shoulders, Triceps"
"68";"2025-05-28 10:41:55";"Push";"4315";"Incline Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";"Chest, Shoulders, Triceps"
"68";"2025-05-28 10:41:55";"Push";"4315";"Chest Press (Machine)";"1";"57.3";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"68";"2025-05-28 10:41:55";"Push";"4315";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"68";"2025-05-28 10:41:55";"Push";"4315";"Chest Press (Machine)";"2";"57.3";"11";"";"";"";"";"Chest, Shoulders, Triceps"
"68";"2025-05-28 10:41:55";"Push";"4315";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"68";"2025-05-28 10:41:55";"Push";"4315";"Chest Press (Machine)";"3";"57.3";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"68";"2025-05-28 10:41:55";"Push";"4315";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"68";"2025-05-28 10:41:55";"Push";"4315";"Lateral Raise (Cable)";"1";"13.6077711";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"68";"2025-05-28 10:41:55";"Push";"4315";"Lateral Raise (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"68";"2025-05-28 10:41:55";"Push";"4315";"Lateral Raise (Cable)";"2";"15.875732950000002";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"68";"2025-05-28 10:41:55";"Push";"4315";"Lateral Raise (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"68";"2025-05-28 10:41:55";"Push";"4315";"Lateral Raise (Cable)";"3";"15.875732950000002";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"68";"2025-05-28 10:41:55";"Push";"4315";"Lateral Raise (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"68";"2025-05-28 10:41:55";"Push";"4315";"Triceps Extension (Cable)";"1";"11.33980925";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"68";"2025-05-28 10:41:55";"Push";"4315";"Triceps Extension (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"68";"2025-05-28 10:41:55";"Push";"4315";"Triceps Extension (Cable)";"2";"13.6077711";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"68";"2025-05-28 10:41:55";"Push";"4315";"Triceps Extension (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"68";"2025-05-28 10:41:55";"Push";"4315";"Triceps Extension (Cable)";"3";"13.6077711";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"68";"2025-05-28 10:41:55";"Push";"4315";"Triceps Extension (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"68";"2025-05-28 10:41:55";"Push";"4315";"Overhead Press (Smith Machine)";"1";"31.5";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"68";"2025-05-28 10:41:55";"Push";"4315";"Overhead Press (Smith Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"68";"2025-05-28 10:41:55";"Push";"4315";"Overhead Press (Smith Machine)";"2";"38.5";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"68";"2025-05-28 10:41:55";"Push";"4315";"Overhead Press (Smith Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"68";"2025-05-28 10:41:55";"Push";"4315";"Overhead Press (Smith Machine)";"3";"38.5";"7";"";"";"";"";"Chest, Shoulders, Triceps"
