"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"104";"2025-10-13 16:08:39";"Pull 1";"3677";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"104";"2025-10-13 16:08:39";"Pull 1";"3677";"Lat Pulldown - Wide Grip (Cable)";"1";"75.0";"12";"";"";"";"";"Back, Biceps, Core"
"104";"2025-10-13 16:08:39";"Pull 1";"3677";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"60.0";"";"Back, Biceps, Core"
"104";"2025-10-13 16:08:39";"Pull 1";"3677";"Lat Pulldown - Wide Grip (Cable)";"2";"77.3";"8";"";"";"";"";"Back, Biceps, Core"
"104";"2025-10-13 16:08:39";"Pull 1";"3677";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"104";"2025-10-13 16:08:39";"Pull 1";"3677";"Lat Pulldown - Wide Grip (Cable)";"3";"77.3";"8";"";"";"";"";"Back, Biceps, Core"
"104";"2025-10-13 16:08:39";"Pull 1";"3677";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"104";"2025-10-13 16:08:39";"Pull 1";"3677";"Incline Curl (Dumbbell)";"1";"22.6796";"8";"";"";"";"";"Back, Biceps, Core"
"104";"2025-10-13 16:08:39";"Pull 1";"3677";"Incline Curl (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";"Back, Biceps, Core"
"104";"2025-10-13 16:08:39";"Pull 1";"3677";"Incline Curl (Dumbbell)";"2";"22.6796";"8";"";"";"";"";"Back, Biceps, Core"
"104";"2025-10-13 16:08:39";"Pull 1";"3677";"Incline Curl (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";"Back, Biceps, Core"
"105";"2025-10-14 14:06:00";"Push";"4559";"Incline Bench Press (Dumbbell)";"W";"22.6796185";"16";"";"";"";"";"Chest, Shoulders, Triceps"
"105";"2025-10-14 14:06:00";"Push";"4559";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"60.0";"";"Chest, Shoulders, Triceps"
"105";"2025-10-14 14:06:00";"Push";"4559";"Incline Bench Press (Dumbbell)";"W";"36.28736";"6";"";"";"";"";"Chest, Shoulders, Triceps"
"105";"2025-10-14 14:06:00";"Push";"4559";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"60.0";"";"Chest, Shoulders, Triceps"
"105";"2025-10-14 14:06:00";"Push";"4559";"Incline Bench Press (Dumbbell)";"W";"36.28736";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"105";"2025-10-14 14:06:00";"Push";"4559";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"60.0";"";"Chest, Shoulders, Triceps"
"105";"2025-10-14 14:06:00";"Push";"4559";"Incline Bench Press (Dumbbell)";"1";"54.431039999999996";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"105";"2025-10-14 14:06:00";"Push";"4559";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"105";"2025-10-14 14:06:00";"Push";"4559";"Incline Bench Press (Dumbbell)";"2";"54.431039999999996";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"105";"2025-10-14 14:06:00";"Push";"4559";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"105";"2025-10-14 14:06:00";"Push";"4559";"Incline Bench Press (Dumbbell)";"3";"54.431039999999996";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"105";"2025-10-14 14:06:00";"Push";"4559";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"105";"2025-10-14 14:06:00";"Push";"4559";"Chest Press (Machine)";"1";"75.0";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"105";"2025-10-14 14:06:00";"Push";"4559";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"105";"2025-10-14 14:06:00";"Push";"4559";"Chest Press (Machine)";"2";"75.0";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"105";"2025-10-14 14:06:00";"Push";"4559";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"105";"2025-10-14 14:06:00";"Push";"4559";"Chest Press (Machine)";"3";"75.0";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"105";"2025-10-14 14:06:00";"Push";"4559";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"105";"2025-10-14 14:06:00";"Push";"4559";"Seated Overhead Press (Dumbbell)";"1";"31.75144";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"105";"2025-10-14 14:06:00";"Push";"4559";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"105";"2025-10-14 14:06:00";"Push";"4559";"Seated Overhead Press (Dumbbell)";"2";"31.75144";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"105";"2025-10-14 14:06:00";"Push";"4559";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"105";"2025-10-14 14:06:00";"Push";"4559";"Seated Overhead Press (Dumbbell)";"3";"31.75144";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"105";"2025-10-14 14:06:00";"Push";"4559";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"105";"2025-10-14 14:06:00";"Push";"4559";"Lateral Raise (Cable)";"1";"13.6077711";"13";"";"";"";"";"Chest, Shoulders, Triceps"
"105";"2025-10-14 14:06:00";"Push";"4559";"Lateral Raise (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"105";"2025-10-14 14:06:00";"Push";"4559";"Lateral Raise (Cable)";"2";"13.6077711";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"105";"2025-10-14 14:06:00";"Push";"4559";"Lateral Raise (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"105";"2025-10-14 14:06:00";"Push";"4559";"Triceps Extension (Cable)";"1";"9.071847400000001";"14";"";"";"";"";"Chest, Shoulders, Triceps"
"105";"2025-10-14 14:06:00";"Push";"4559";"Triceps Extension (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"105";"2025-10-14 14:06:00";"Push";"4559";"Triceps Extension (Cable)";"2";"9.071847400000001";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"105";"2025-10-14 14:06:00";"Push";"4559";"Triceps Extension (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"106";"2025-10-17 12:53:05";"Pull 1";"3671";"Seated Row (Machine)";"W";"49.89512";"16";"";"";"";"";"Back, Biceps, Core"
"106";"2025-10-17 12:53:05";"Pull 1";"3671";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"60.0";"";"Back, Biceps, Core"
"106";"2025-10-17 12:53:05";"Pull 1";"3671";"Seated Row (Machine)";"W";"68.0388";"6";"";"";"";"";"Back, Biceps, Core"
"106";"2025-10-17 12:53:05";"Pull 1";"3671";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"60.0";"";"Back, Biceps, Core"
"106";"2025-10-17 12:53:05";"Pull 1";"3671";"Seated Row (Machine)";"1";"90.7184";"12";"";"";"";"";"Back, Biceps, Core"
"106";"2025-10-17 12:53:05";"Pull 1";"3671";"Seated Row (Machine)";"2";"95.25431999999999";"10";"";"";"";"";"Back, Biceps, Core"
"106";"2025-10-17 12:53:05";"Pull 1";"3671";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"106";"2025-10-17 12:53:05";"Pull 1";"3671";"Seated Row (Machine)";"3";"95.25431999999999";"8";"";"";"";"";"Back, Biceps, Core"
"106";"2025-10-17 12:53:05";"Pull 1";"3671";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"106";"2025-10-17 12:53:05";"Pull 1";"3671";"Lat Pulldown - Wide Grip (Cable)";"1";"77.3";"10";"";"";"";"";"Back, Biceps, Core"
"106";"2025-10-17 12:53:05";"Pull 1";"3671";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"106";"2025-10-17 12:53:05";"Pull 1";"3671";"Lat Pulldown - Wide Grip (Cable)";"2";"77.3";"9";"";"";"";"";"Back, Biceps, Core"
"106";"2025-10-17 12:53:05";"Pull 1";"3671";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"106";"2025-10-17 12:53:05";"Pull 1";"3671";"Lat Pulldown - Wide Grip (Cable)";"3";"77.3";"8";"";"";"";"";"Back, Biceps, Core"
"106";"2025-10-17 12:53:05";"Pull 1";"3671";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"106";"2025-10-17 12:53:05";"Pull 1";"3671";"Bent Over One Arm Row (Dumbbell)";"1";"34.0194";"12";"";"";"";"";"Back, Biceps, Core"
"106";"2025-10-17 12:53:05";"Pull 1";"3671";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"106";"2025-10-17 12:53:05";"Pull 1";"3671";"Bent Over One Arm Row (Dumbbell)";"2";"34.0194";"10";"";"";"";"";"Back, Biceps, Core"
"106";"2025-10-17 12:53:05";"Pull 1";"3671";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"106";"2025-10-17 12:53:05";"Pull 1";"3671";"Bent Over One Arm Row (Dumbbell)";"3";"34.0194";"10";"";"";"";"";"Back, Biceps, Core"
"106";"2025-10-17 12:53:05";"Pull 1";"3671";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"106";"2025-10-17 12:53:05";"Pull 1";"3671";"Incline Curl (Dumbbell)";"1";"22.6796";"10";"";"";"";"";"Back, Biceps, Core"
"106";"2025-10-17 12:53:05";"Pull 1";"3671";"Incline Curl (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";"Back, Biceps, Core"
"106";"2025-10-17 12:53:05";"Pull 1";"3671";"Incline Curl (Dumbbell)";"2";"22.6796";"8";"";"";"";"";"Back, Biceps, Core"
"106";"2025-10-17 12:53:05";"Pull 1";"3671";"Incline Curl (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";"Back, Biceps, Core"
"107";"2025-10-18 13:16:56";"Push";"3175";"Incline Bench Press (Dumbbell)";"W";"27.215519999999998";"16";"";"";"";"";"Chest, Shoulders, Triceps"
"107";"2025-10-18 13:16:56";"Push";"3175";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"60.0";"";"Chest, Shoulders, Triceps"
"107";"2025-10-18 13:16:56";"Push";"3175";"Incline Bench Press (Dumbbell)";"W";"40.82328";"6";"";"";"";"";"Chest, Shoulders, Triceps"
"107";"2025-10-18 13:16:56";"Push";"3175";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"60.0";"";"Chest, Shoulders, Triceps"
"107";"2025-10-18 13:16:56";"Push";"3175";"Incline Bench Press (Dumbbell)";"1";"54.431039999999996";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"107";"2025-10-18 13:16:56";"Push";"3175";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"107";"2025-10-18 13:16:56";"Push";"3175";"Incline Bench Press (Dumbbell)";"2";"54.431039999999996";"10";"";"";"";"";"Chest, Shoulders, Triceps"
"107";"2025-10-18 13:16:56";"Push";"3175";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"107";"2025-10-18 13:16:56";"Push";"3175";"Incline Bench Press (Dumbbell)";"3";"54.431039999999996";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"107";"2025-10-18 13:16:56";"Push";"3175";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"107";"2025-10-18 13:16:56";"Push";"3175";"Chest Fly";"1";"86.18248";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"107";"2025-10-18 13:16:56";"Push";"3175";"Chest Fly";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"107";"2025-10-18 13:16:56";"Push";"3175";"Chest Fly";"2";"86.18248";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"107";"2025-10-18 13:16:56";"Push";"3175";"Chest Fly";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"107";"2025-10-18 13:16:56";"Push";"3175";"Chest Press (Machine)";"1";"75.0";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"107";"2025-10-18 13:16:56";"Push";"3175";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"107";"2025-10-18 13:16:56";"Push";"3175";"Chest Press (Machine)";"2";"75.0";"7";"";"";"";"";"Chest, Shoulders, Triceps"
"107";"2025-10-18 13:16:56";"Push";"3175";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"107";"2025-10-18 13:16:56";"Push";"3175";"Chest Press (Machine)";"3";"70.3";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"107";"2025-10-18 13:16:56";"Push";"3175";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"107";"2025-10-18 13:16:56";"Push";"3175";"Seated Overhead Press (Dumbbell)";"1";"31.75144";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"107";"2025-10-18 13:16:56";"Push";"3175";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"107";"2025-10-18 13:16:56";"Push";"3175";"Seated Overhead Press (Dumbbell)";"2";"31.75144";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"107";"2025-10-18 13:16:56";"Push";"3175";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"107";"2025-10-18 13:16:56";"Push";"3175";"Seated Overhead Press (Dumbbell)";"3";"31.75144";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"107";"2025-10-18 13:16:56";"Push";"3175";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"108";"2025-10-20 19:44:41";"Pull 1";"3273";"Seated Row (Machine)";"W";"49.89512";"16";"";"";"";"";"Back, Biceps, Core"
"108";"2025-10-20 19:44:41";"Pull 1";"3273";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"60.0";"";"Back, Biceps, Core"
"108";"2025-10-20 19:44:41";"Pull 1";"3273";"Seated Row (Machine)";"W";"68.0388";"6";"";"";"";"";"Back, Biceps, Core"
"108";"2025-10-20 19:44:41";"Pull 1";"3273";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"60.0";"";"Back, Biceps, Core"
"108";"2025-10-20 19:44:41";"Pull 1";"3273";"Seated Row (Machine)";"1";"90.7184";"12";"";"";"";"";"Back, Biceps, Core"
"108";"2025-10-20 19:44:41";"Pull 1";"3273";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"108";"2025-10-20 19:44:41";"Pull 1";"3273";"Seated Row (Machine)";"2";"95.25431999999999";"9";"";"";"";"";"Back, Biceps, Core"
"108";"2025-10-20 19:44:41";"Pull 1";"3273";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"108";"2025-10-20 19:44:41";"Pull 1";"3273";"Seated Row (Machine)";"3";"95.25431999999999";"8";"";"";"";"";"Back, Biceps, Core"
"108";"2025-10-20 19:44:41";"Pull 1";"3273";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"108";"2025-10-20 19:44:41";"Pull 1";"3273";"Lat Pulldown - Wide Grip (Cable)";"1";"77.3";"12";"";"";"";"";"Back, Biceps, Core"
"108";"2025-10-20 19:44:41";"Pull 1";"3273";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"60.0";"";"Back, Biceps, Core"
"108";"2025-10-20 19:44:41";"Pull 1";"3273";"Lat Pulldown - Wide Grip (Cable)";"2";"77.3";"9";"";"";"";"";"Back, Biceps, Core"
"108";"2025-10-20 19:44:41";"Pull 1";"3273";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"108";"2025-10-20 19:44:41";"Pull 1";"3273";"Lat Pulldown - Wide Grip (Cable)";"3";"77.3";"8";"";"";"";"";"Back, Biceps, Core"
"108";"2025-10-20 19:44:41";"Pull 1";"3273";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"108";"2025-10-20 19:44:41";"Pull 1";"3273";"Bent Over One Arm Row (Dumbbell)";"1";"34.0194";"10";"";"";"";"";"Back, Biceps, Core"
"108";"2025-10-20 19:44:41";"Pull 1";"3273";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"108";"2025-10-20 19:44:41";"Pull 1";"3273";"Bent Over One Arm Row (Dumbbell)";"2";"34.0194";"8";"";"";"";"";"Back, Biceps, Core"
"108";"2025-10-20 19:44:41";"Pull 1";"3273";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"108";"2025-10-20 19:44:41";"Pull 1";"3273";"Bent Over One Arm Row (Dumbbell)";"3";"34.0194";"8";"";"";"";"";"Back, Biceps, Core"
"108";"2025-10-20 19:44:41";"Pull 1";"3273";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"108";"2025-10-20 19:44:41";"Pull 1";"3273";"Incline Curl (Dumbbell)";"1";"22.6796";"8";"";"";"";"";"Back, Biceps, Core"
"108";"2025-10-20 19:44:41";"Pull 1";"3273";"Incline Curl (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"108";"2025-10-20 19:44:41";"Pull 1";"3273";"Incline Curl (Dumbbell)";"2";"22.6796";"8";"";"";"";"";"Back, Biceps, Core"
"108";"2025-10-20 19:44:41";"Pull 1";"3273";"Incline Curl (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";"Back, Biceps, Core"
"108";"2025-10-20 19:44:41";"Pull 1";"3273";"Incline Curl (Dumbbell)";"3";"22.6796";"7";"";"";"";"";"Back, Biceps, Core"
"108";"2025-10-20 19:44:41";"Pull 1";"3273";"Incline Curl (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";"Back, Biceps, Core"
"109";"2025-10-21 16:42:25";"Push";"3745";"Incline Bench Press (Dumbbell)";"W";"27.215519999999998";"16";"";"";"";"";"Chest, Shoulders, Triceps"
"109";"2025-10-21 16:42:25";"Push";"3745";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"60.0";"";"Chest, Shoulders, Triceps"
"109";"2025-10-21 16:42:25";"Push";"3745";"Incline Bench Press (Dumbbell)";"W";"40.82328";"6";"";"";"";"";"Chest, Shoulders, Triceps"
"109";"2025-10-21 16:42:25";"Push";"3745";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"60.0";"";"Chest, Shoulders, Triceps"
"109";"2025-10-21 16:42:25";"Push";"3745";"Incline Bench Press (Dumbbell)";"1";"54.431039999999996";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"109";"2025-10-21 16:42:25";"Push";"3745";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"109";"2025-10-21 16:42:25";"Push";"3745";"Incline Bench Press (Dumbbell)";"2";"54.431039999999996";"7";"";"";"";"";"Chest, Shoulders, Triceps"
"109";"2025-10-21 16:42:25";"Push";"3745";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"109";"2025-10-21 16:42:25";"Push";"3745";"Incline Bench Press (Dumbbell)";"3";"54.431039999999996";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"109";"2025-10-21 16:42:25";"Push";"3745";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"109";"2025-10-21 16:42:25";"Push";"3745";"Seated Overhead Press (Dumbbell)";"1";"31.75144";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"109";"2025-10-21 16:42:25";"Push";"3745";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"109";"2025-10-21 16:42:25";"Push";"3745";"Seated Overhead Press (Dumbbell)";"2";"31.75144";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"109";"2025-10-21 16:42:25";"Push";"3745";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"109";"2025-10-21 16:42:25";"Push";"3745";"Seated Overhead Press (Dumbbell)";"3";"31.75144";"12";"";"";"";"";"Chest, Shoulders, Triceps"
"109";"2025-10-21 16:42:25";"Push";"3745";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"109";"2025-10-21 16:42:25";"Push";"3745";"Chest Press (Machine)";"1";"75.0";"9";"";"";"";"";"Chest, Shoulders, Triceps"
"109";"2025-10-21 16:42:25";"Push";"3745";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"109";"2025-10-21 16:42:25";"Push";"3745";"Chest Press (Machine)";"2";"75.0";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"109";"2025-10-21 16:42:25";"Push";"3745";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"109";"2025-10-21 16:42:25";"Push";"3745";"Chest Press (Machine)";"3";"75.0";"8";"";"";"";"";"Chest, Shoulders, Triceps"
"109";"2025-10-21 16:42:25";"Push";"3745";"Chest Press (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"109";"2025-10-21 16:42:25";"Push";"3745";"Chest Fly";"1";"88.45044";"11";"";"";"";"";"Chest, Shoulders, Triceps"
"109";"2025-10-21 16:42:25";"Push";"3745";"Chest Fly";"Rest Timer";"";"";"";"";"140.0";"";"Chest, Shoulders, Triceps"
"109";"2025-10-21 16:42:25";"Push";"3745";"Chest Fly";"2";"88.45044";"11";"";"";"";"";"Chest, Shoulders, Triceps"
"109";"2025-10-21 16:42:25";"Push";"3745";"Chest Fly";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"109";"2025-10-21 16:42:25";"Push";"3745";"Bicep Curl (Cable)";"1";"27.215519999999998";"20";"";"";"";"";"Chest, Shoulders, Triceps"
"109";"2025-10-21 16:42:25";"Push";"3745";"Bicep Curl (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"109";"2025-10-21 16:42:25";"Push";"3745";"Bicep Curl (Cable)";"2";"34.0194";"18";"";"";"";"";"Chest, Shoulders, Triceps"
"109";"2025-10-21 16:42:25";"Push";"3745";"Bicep Curl (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Chest, Shoulders, Triceps"
"110";"2025-10-23 14:14:24";"Pull 1";"5146";"Lat Pulldown - Wide Grip (Cable)";"W";"41.0";"16";"";"";"";"";"Back, Biceps, Core"
"110";"2025-10-23 14:14:24";"Pull 1";"5146";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"60.0";"";"Back, Biceps, Core"
"110";"2025-10-23 14:14:24";"Pull 1";"5146";"Lat Pulldown - Wide Grip (Cable)";"W";"55.0";"6";"";"";"";"";"Back, Biceps, Core"
"110";"2025-10-23 14:14:24";"Pull 1";"5146";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"60.0";"";"Back, Biceps, Core"
"110";"2025-10-23 14:14:24";"Pull 1";"5146";"Lat Pulldown - Wide Grip (Cable)";"1";"77.3";"12";"";"";"";"";"Back, Biceps, Core"
"110";"2025-10-23 14:14:24";"Pull 1";"5146";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"110";"2025-10-23 14:14:24";"Pull 1";"5146";"Lat Pulldown - Wide Grip (Cable)";"2";"79.6";"10";"";"";"";"";"Back, Biceps, Core"
"110";"2025-10-23 14:14:24";"Pull 1";"5146";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"110";"2025-10-23 14:14:24";"Pull 1";"5146";"Lat Pulldown - Wide Grip (Cable)";"3";"79.6";"10";"";"";"";"";"Back, Biceps, Core"
"110";"2025-10-23 14:14:24";"Pull 1";"5146";"Lat Pulldown - Wide Grip (Cable)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"110";"2025-10-23 14:14:24";"Pull 1";"5146";"Bent Over One Arm Row (Dumbbell)";"1";"34.0194";"12";"";"";"";"";"Back, Biceps, Core"
"110";"2025-10-23 14:14:24";"Pull 1";"5146";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"110";"2025-10-23 14:14:24";"Pull 1";"5146";"Bent Over One Arm Row (Dumbbell)";"2";"34.0194";"12";"";"";"";"";"Back, Biceps, Core"
"110";"2025-10-23 14:14:24";"Pull 1";"5146";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"110";"2025-10-23 14:14:24";"Pull 1";"5146";"Bent Over One Arm Row (Dumbbell)";"3";"36.28736";"11";"";"";"";"";"Back, Biceps, Core"
"110";"2025-10-23 14:14:24";"Pull 1";"5146";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
"110";"2025-10-23 14:14:24";"Pull 1";"5146";"Seated Row (Machine)";"1";"95.25431999999999";"9";"";"";"";"";"Back, Biceps, Core"
"110";"2025-10-23 14:14:24";"Pull 1";"5146";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"105.0";"";"Back, Biceps, Core"
